Index;sexe;Age;Enfant_conduite_accompagne_logique;nombre_enfants_logique;Revenus_intervale;usage_vehicule;type_vehicule;Est_rouge_logique;points_perdus;age_vehicule;type_conduite;date_demande;formule;Tarif_devis_intervale
594;M;3;FAUX;VRAI;75k-100k;Private;z_SUV;FAUX;0;14.0;Highly Urban/ Urban;08/04/2022;dev_integral;301-400
595;F;82;FAUX;FAUX;50k-75k;Private;z_SUV;FAUX;0;6.0;Highly Urban/ Urban;25/04/2022;dev_integral;301-400
596;M;85;FAUX;FAUX;25k-50k;Private;Sports Car;FAUX;1;19.0;Highly Urban/ Urban;09/01/2022;dev_express;201-300
597;M;41;FAUX;FAUX;<25k;Private;Minivan;VRAI;2;6.0;z_Highly Rural/ Rural;05/02/2022;dev_integral;301-400
598;M;88;FAUX;FAUX;>125k;Private;Minivan;VRAI;2;14.0;Highly Urban/ Urban;01/03/2022;dev_integral;201-300
599;M;63;FAUX;FAUX;<25k;Private;Sports Car;FAUX;2;20.0;z_Highly Rural/ Rural;14/02/2022;dev_premium;401-500
600;F;30;FAUX;VRAI;75k-100k;Commercial;Pickup;VRAI;7;7.0;Highly Urban/ Urban;13/02/2022;dev_integral;201-300
601;M;57;VRAI;VRAI;;Commercial;Pickup;VRAI;2;1.0;z_Highly Rural/ Rural;11/03/2022;dev_premium;301-400
602;M;58;VRAI;VRAI;75k-100k;Commercial;z_SUV;FAUX;1;13.0;Highly Urban/ Urban;12/01/2022;dev_express;201-300
603;F;60;VRAI;VRAI;<25k;Private;Minivan;FAUX;0;13.0;Highly Urban/ Urban;10/03/2022;dev_integral;301-400
604;M;64;FAUX;FAUX;>125k;Commercial;Panel Truck;VRAI;0;6.0;Highly Urban/ Urban;10/05/2022;dev_express;201-300
605;F;10;FAUX;FAUX;75k-100k;Commercial;z_SUV;FAUX;3;1.0;Highly Urban/ Urban;11/01/2022;dev_premium;401-500
606;M;31;FAUX;FAUX;;Private;Sports Car;FAUX;0;7.0;z_Highly Rural/ Rural;05/05/2022;dev_premium;401-500
607;F;57;FAUX;VRAI;50k-75k;Private;Minivan;VRAI;1;15.0;Highly Urban/ Urban;21/02/2022;dev_integral;301-400
608;M;53;FAUX;FAUX;50k-75k;Commercial;Van;VRAI;0;13.0;Highly Urban/ Urban;07/04/2022;dev_premium;401-500
609;M;69;FAUX;FAUX;50k-75k;Commercial;Minivan;FAUX;2;7.0;Highly Urban/ Urban;07/02/2022;dev_integral;201-300
610;F;4;FAUX;VRAI;25k-50k;Commercial;z_SUV;FAUX;0;7.0;z_Highly Rural/ Rural;28/05/2022;dev_express;201-300
611;M;64;FAUX;FAUX;75k-100k;Private;Minivan;FAUX;0;7.0;Highly Urban/ Urban;03/03/2022;dev_integral;301-400
612;M;23;FAUX;VRAI;>125k;Private;Minivan;VRAI;0;16.0;Highly Urban/ Urban;07/02/2022;dev_integral;301-400
613;F;36;FAUX;FAUX;75k-100k;Private;z_SUV;FAUX;0;15.0;z_Highly Rural/ Rural;07/01/2022;dev_premium;301-400
614;M;6;FAUX;FAUX;25k-50k;Commercial;Minivan;FAUX;0;7.0;Highly Urban/ Urban;26/02/2022;dev_premium;401-500
615;M;15;FAUX;FAUX;>125k;Private;Van;VRAI;0;18.0;Highly Urban/ Urban;07/04/2022;dev_integral;301-400
616;F;72;FAUX;FAUX;>125k;Private;Sports Car;FAUX;4;21.0;Highly Urban/ Urban;22/03/2022;dev_express;201-300
617;F;13;FAUX;FAUX;75k-100k;Private;z_SUV;FAUX;1;13.0;z_Highly Rural/ Rural;12/01/2022;dev_integral;301-400
618;M;55;VRAI;VRAI;25k-50k;Private;Sports Car;FAUX;0;11.0;Highly Urban/ Urban;10/03/2022;dev_integral;301-400
619;F;5;FAUX;FAUX;25k-50k;Commercial;Sports Car;FAUX;2;;Highly Urban/ Urban;11/02/2022;dev_integral;201-300
620;F;29;FAUX;FAUX;75k-100k;Private;Minivan;VRAI;2;;z_Highly Rural/ Rural;17/04/2022;dev_express;201-300
621;M;69;FAUX;VRAI;;Private;Minivan;VRAI;3;5.0;Highly Urban/ Urban;20/05/2022;dev_integral;301-400
622;F;18;FAUX;FAUX;>125k;Commercial;Panel Truck;VRAI;0;17.0;z_Highly Rural/ Rural;08/01/2022;dev_express;201-300
623;M;18;FAUX;FAUX;75k-100k;Private;Sports Car;FAUX;3;14.0;Highly Urban/ Urban;14/03/2022;dev_express;201-300
624;M;20;FAUX;FAUX;100k-125k;Private;Pickup;FAUX;0;10.0;Highly Urban/ Urban;23/05/2022;dev_integral;201-300
625;M;19;FAUX;FAUX;50k-75k;Commercial;Sports Car;FAUX;1;11.0;Highly Urban/ Urban;09/04/2022;dev_integral;301-400
626;M;18;FAUX;FAUX;25k-50k;Private;Van;FAUX;0;18.0;Highly Urban/ Urban;28/04/2022;dev_integral;301-400
627;M;15;FAUX;FAUX;25k-50k;Private;Pickup;FAUX;3;1.0;z_Highly Rural/ Rural;17/02/2022;dev_premium;501-600
628;F;63;FAUX;FAUX;100k-125k;Private;Minivan;FAUX;2;11.0;Highly Urban/ Urban;16/04/2022;dev_express;201-300
629;M;11;FAUX;FAUX;>125k;Private;Minivan;FAUX;0;13.0;Highly Urban/ Urban;14/04/2022;dev_express;201-300
630;M;38;FAUX;FAUX;75k-100k;Commercial;Minivan;VRAI;0;9.0;Highly Urban/ Urban;26/04/2022;dev_premium;401-500
631;M;46;FAUX;FAUX;25k-50k;Private;Sports Car;FAUX;4;1.0;Highly Urban/ Urban;24/04/2022;dev_integral;201-300
632;M;19;FAUX;FAUX;50k-75k;Private;Pickup;VRAI;0;8.0;Highly Urban/ Urban;03/03/2022;dev_integral;301-400
633;M;3;FAUX;FAUX;>125k;Private;Minivan;VRAI;1;15.0;Highly Urban/ Urban;18/03/2022;dev_integral;301-400
634;F;92;FAUX;FAUX;50k-75k;Private;Sports Car;FAUX;2;8.0;Highly Urban/ Urban;28/04/2022;dev_integral;201-300
635;F;16;FAUX;VRAI;75k-100k;Commercial;Van;FAUX;1;7.0;Highly Urban/ Urban;22/03/2022;dev_express;201-300
636;F;20;VRAI;VRAI;50k-75k;Commercial;Pickup;FAUX;4;10.0;Highly Urban/ Urban;08/02/2022;dev_integral;301-400
637;F;26;FAUX;FAUX;75k-100k;Commercial;Panel Truck;FAUX;0;;z_Highly Rural/ Rural;08/02/2022;dev_integral;301-400
638;F;66;FAUX;FAUX;25k-50k;Private;z_SUV;FAUX;0;1.0;z_Highly Rural/ Rural;07/02/2022;dev_integral;201-300
639;F;73;FAUX;VRAI;50k-75k;Commercial;Pickup;FAUX;2;1.0;Highly Urban/ Urban;22/03/2022;dev_express;201-300
640;F;83;FAUX;FAUX;25k-50k;Commercial;Pickup;FAUX;1;1.0;Highly Urban/ Urban;13/04/2022;dev_premium;301-400
641;M;67;VRAI;VRAI;<25k;Private;Sports Car;FAUX;4;1.0;Highly Urban/ Urban;16/02/2022;dev_premium;401-500
642;F;15;FAUX;FAUX;<25k;Private;Minivan;VRAI;0;7.0;Highly Urban/ Urban;01/03/2022;dev_integral;301-400
643;F;30;FAUX;FAUX;25k-50k;Private;z_SUV;FAUX;0;1.0;z_Highly Rural/ Rural;17/01/2022;dev_integral;201-300
644;M;56;VRAI;VRAI;<25k;Private;Minivan;VRAI;2;7.0;z_Highly Rural/ Rural;21/05/2022;dev_integral;301-400
645;F;47;FAUX;FAUX;>125k;Private;Minivan;FAUX;6;17.0;Highly Urban/ Urban;17/04/2022;dev_premium;301-400
646;F;18;FAUX;FAUX;75k-100k;Private;z_SUV;FAUX;0;1.0;Highly Urban/ Urban;13/02/2022;dev_integral;301-400
647;M;72;FAUX;VRAI;>125k;Private;Minivan;FAUX;0;25.0;Highly Urban/ Urban;08/03/2022;dev_express;201-300
648;M;57;FAUX;FAUX;75k-100k;Commercial;Minivan;FAUX;1;9.0;z_Highly Rural/ Rural;01/05/2022;dev_integral;301-400
649;M;27;FAUX;FAUX;>125k;Commercial;Pickup;FAUX;0;16.0;Highly Urban/ Urban;10/02/2022;dev_integral;301-400
650;F;29;FAUX;VRAI;75k-100k;Private;Sports Car;FAUX;0;;Highly Urban/ Urban;17/03/2022;dev_integral;301-400
651;M;63;FAUX;FAUX;25k-50k;Commercial;z_SUV;FAUX;1;8.0;z_Highly Rural/ Rural;10/02/2022;dev_premium;301-400
652;F;59;FAUX;FAUX;50k-75k;Private;z_SUV;FAUX;0;1.0;Highly Urban/ Urban;16/01/2022;dev_integral;301-400
653;M;67;FAUX;VRAI;25k-50k;Commercial;Minivan;FAUX;6;1.0;Highly Urban/ Urban;05/01/2022;dev_integral;201-300
654;F;41;VRAI;VRAI;>125k;Commercial;Panel Truck;FAUX;0;18.0;Highly Urban/ Urban;11/01/2022;dev_vip;801-900
655;M;55;FAUX;VRAI;50k-75k;Commercial;z_SUV;FAUX;0;1.0;Highly Urban/ Urban;11/03/2022;dev_integral;301-400
656;F;76;FAUX;FAUX;<25k;Private;z_SUV;FAUX;0;1.0;z_Highly Rural/ Rural;10/01/2022;dev_integral;301-400
657;M;54;VRAI;VRAI;25k-50k;Commercial;Van;VRAI;1;1.0;Highly Urban/ Urban;15/05/2022;dev_integral;201-300
658;F;70;VRAI;VRAI;;Private;z_SUV;FAUX;2;6.0;z_Highly Rural/ Rural;03/01/2022;dev_integral;301-400
659;F;72;FAUX;FAUX;>125k;Private;Minivan;VRAI;1;11.0;Highly Urban/ Urban;22/01/2022;dev_integral;301-400
660;F;78;FAUX;FAUX;<25k;Commercial;Pickup;FAUX;1;4.0;Highly Urban/ Urban;03/04/2022;dev_premium;301-400
661;F;26;FAUX;FAUX;25k-50k;Commercial;Pickup;VRAI;4;14.0;z_Highly Rural/ Rural;15/03/2022;dev_integral;301-400
662;M;74;FAUX;FAUX;<25k;Private;Van;FAUX;2;22.0;z_Highly Rural/ Rural;11/05/2022;dev_vip;901-1000
663;M;52;FAUX;VRAI;50k-75k;Private;Minivan;FAUX;5;16.0;Highly Urban/ Urban;20/02/2022;dev_premium;501-600
664;M;44;FAUX;FAUX;25k-50k;Private;Sports Car;FAUX;0;6.0;Highly Urban/ Urban;07/03/2022;dev_integral;301-400
665;M;43;VRAI;VRAI;100k-125k;Commercial;Pickup;VRAI;4;18.0;Highly Urban/ Urban;11/04/2022;dev_integral;301-400
666;M;76;VRAI;VRAI;<25k;Private;z_SUV;FAUX;0;1.0;Highly Urban/ Urban;21/01/2022;dev_premium;501-600
667;M;5;FAUX;FAUX;50k-75k;Private;Minivan;VRAI;0;12.0;Highly Urban/ Urban;22/03/2022;dev_integral;301-400
668;F;51;FAUX;FAUX;25k-50k;Commercial;Minivan;FAUX;4;13.0;Highly Urban/ Urban;11/04/2022;dev_integral;301-400
669;F;9;FAUX;FAUX;25k-50k;Private;z_SUV;FAUX;2;1.0;Highly Urban/ Urban;17/01/2022;dev_integral;301-400
670;M;22;VRAI;VRAI;100k-125k;Private;z_SUV;FAUX;4;15.0;Highly Urban/ Urban;08/04/2022;dev_integral;301-400
671;F;20;FAUX;VRAI;<25k;Commercial;z_SUV;FAUX;3;8.0;z_Highly Rural/ Rural;10/05/2022;dev_express;201-300
672;M;37;FAUX;VRAI;<25k;Private;z_SUV;FAUX;1;1.0;z_Highly Rural/ Rural;23/02/2022;dev_integral;201-300
673;M;67;FAUX;VRAI;50k-75k;Private;Pickup;FAUX;1;1.0;z_Highly Rural/ Rural;02/04/2022;dev_express;201-300
674;F;44;FAUX;FAUX;50k-75k;Commercial;Pickup;FAUX;1;6.0;Highly Urban/ Urban;15/02/2022;dev_integral;201-300
675;M;80;FAUX;FAUX;<25k;Commercial;Minivan;VRAI;0;1.0;z_Highly Rural/ Rural;08/01/2022;dev_express;201-300
676;M;85;FAUX;VRAI;75k-100k;Commercial;Pickup;FAUX;4;16.0;Highly Urban/ Urban;24/03/2022;dev_integral;301-400
677;F;64;FAUX;VRAI;50k-75k;Commercial;z_SUV;FAUX;5;11.0;Highly Urban/ Urban;24/05/2022;dev_integral;201-300
678;F;32;FAUX;FAUX;50k-75k;Private;Minivan;VRAI;5;15.0;Highly Urban/ Urban;17/01/2022;dev_integral;201-300
679;M;70;VRAI;VRAI;50k-75k;Commercial;z_SUV;FAUX;3;1.0;Highly Urban/ Urban;17/03/2022;dev_integral;201-300
680;M;25;FAUX;FAUX;50k-75k;Private;Minivan;VRAI;0;1.0;z_Highly Rural/ Rural;18/03/2022;dev_integral;301-400
681;F;10;VRAI;VRAI;25k-50k;Commercial;Van;FAUX;1;5.0;Highly Urban/ Urban;05/01/2022;dev_express;201-300
682;M;21;FAUX;FAUX;>125k;Commercial;Van;VRAI;0;5.0;Highly Urban/ Urban;13/05/2022;dev_premium;301-400
683;M;70;FAUX;FAUX;25k-50k;Private;z_SUV;FAUX;0;8.0;z_Highly Rural/ Rural;14/01/2022;dev_express;201-300
684;F;68;FAUX;FAUX;25k-50k;Private;Minivan;VRAI;1;1.0;Highly Urban/ Urban;16/01/2022;dev_premium;401-500
685;F;35;FAUX;VRAI;25k-50k;Commercial;z_SUV;FAUX;1;6.0;Highly Urban/ Urban;13/04/2022;dev_integral;301-400
686;F;4;FAUX;FAUX;75k-100k;Private;z_SUV;FAUX;0;11.0;Highly Urban/ Urban;09/03/2022;dev_express;201-300
687;M;66;FAUX;FAUX;100k-125k;Private;Minivan;VRAI;0;1.0;Highly Urban/ Urban;15/03/2022;dev_express;201-300
688;M;64;FAUX;FAUX;75k-100k;Commercial;Van;VRAI;2;8.0;z_Highly Rural/ Rural;07/02/2022;dev_integral;301-400
689;M;78;FAUX;FAUX;50k-75k;Commercial;Minivan;FAUX;0;3.0;Highly Urban/ Urban;08/03/2022;dev_express;201-300
690;F;28;FAUX;VRAI;<25k;Commercial;Pickup;VRAI;0;5.0;Highly Urban/ Urban;07/01/2022;dev_premium;401-500
691;M;46;FAUX;FAUX;25k-50k;Private;Minivan;FAUX;0;15.0;Highly Urban/ Urban;13/04/2022;dev_premium;401-500
692;M;80;FAUX;FAUX;<25k;Private;Minivan;FAUX;0;20.0;Highly Urban/ Urban;30/05/2022;dev_integral;301-400
693;F;5;FAUX;FAUX;50k-75k;Commercial;Pickup;VRAI;4;8.0;Highly Urban/ Urban;10/03/2022;dev_premium;401-500
694;F;41;FAUX;FAUX;75k-100k;Private;z_SUV;FAUX;1;8.0;Highly Urban/ Urban;02/05/2022;dev_express;201-300
695;F;50;FAUX;FAUX;25k-50k;Private;Pickup;VRAI;2;1.0;Highly Urban/ Urban;04/05/2022;dev_express;201-300
696;M;7;FAUX;FAUX;<25k;Private;Minivan;FAUX;2;12.0;Highly Urban/ Urban;17/05/2022;dev_express;201-300
697;M;51;FAUX;FAUX;50k-75k;Private;Minivan;VRAI;0;11.0;Highly Urban/ Urban;25/04/2022;dev_express;201-300
698;M;34;FAUX;FAUX;>125k;Private;Minivan;FAUX;1;10.0;z_Highly Rural/ Rural;11/05/2022;dev_express;201-300
699;M;50;FAUX;VRAI;50k-75k;Private;z_SUV;FAUX;1;12.0;Highly Urban/ Urban;05/02/2022;dev_integral;201-300
700;F;60;FAUX;VRAI;<25k;Private;Minivan;FAUX;6;1.0;z_Highly Rural/ Rural;03/03/2022;dev_express;201-300
701;M;60;VRAI;VRAI;25k-50k;Private;z_SUV;FAUX;0;5.0;z_Highly Rural/ Rural;18/05/2022;dev_integral;301-400
702;F;41;FAUX;FAUX;50k-75k;Commercial;Minivan;VRAI;0;9.0;z_Highly Rural/ Rural;25/02/2022;dev_integral;301-400
703;M;78;FAUX;FAUX;25k-50k;Commercial;Panel Truck;FAUX;5;5.0;Highly Urban/ Urban;18/01/2022;dev_vip;601-700
704;F;56;FAUX;FAUX;<25k;Private;Minivan;FAUX;3;7.0;Highly Urban/ Urban;08/05/2022;dev_premium;501-600
705;M;65;FAUX;VRAI;25k-50k;Private;z_SUV;FAUX;0;5.0;Highly Urban/ Urban;19/02/2022;dev_express;201-300
706;F;5;FAUX;FAUX;;Commercial;Pickup;VRAI;6;3.0;Highly Urban/ Urban;10/01/2022;dev_express;201-300
707;F;70;FAUX;FAUX;50k-75k;Commercial;Minivan;FAUX;1;1.0;z_Highly Rural/ Rural;30/03/2022;dev_express;201-300
708;F;21;VRAI;VRAI;50k-75k;Private;Van;VRAI;1;;Highly Urban/ Urban;07/05/2022;dev_express;201-300
709;F;12;FAUX;FAUX;<25k;Private;Minivan;VRAI;0;1.0;Highly Urban/ Urban;20/05/2022;dev_express;201-300
710;F;51;FAUX;FAUX;25k-50k;Commercial;Van;VRAI;3;21.0;Highly Urban/ Urban;07/05/2022;dev_integral;301-400
711;M;70;FAUX;FAUX;25k-50k;Commercial;z_SUV;FAUX;0;1.0;Highly Urban/ Urban;04/04/2022;dev_premium;401-500
712;F;16;FAUX;FAUX;50k-75k;Private;Sports Car;FAUX;0;10.0;Highly Urban/ Urban;04/03/2022;dev_express;201-300
713;M;69;FAUX;FAUX;;Commercial;Panel Truck;VRAI;1;;Highly Urban/ Urban;11/02/2022;dev_integral;201-300
714;F;84;VRAI;VRAI;<25k;Commercial;z_SUV;FAUX;0;7.0;Highly Urban/ Urban;31/03/2022;dev_premium;401-500
715;F;68;FAUX;FAUX;>125k;Private;Van;FAUX;0;1.0;Highly Urban/ Urban;26/01/2022;dev_express;201-300
716;M;80;VRAI;VRAI;;Commercial;Sports Car;FAUX;2;1.0;Highly Urban/ Urban;13/02/2022;dev_integral;301-400
717;M;6;FAUX;FAUX;75k-100k;Private;Pickup;FAUX;0;17.0;Highly Urban/ Urban;15/01/2022;dev_premium;401-500
718;M;23;FAUX;FAUX;50k-75k;Commercial;Panel Truck;FAUX;0;9.0;Highly Urban/ Urban;23/02/2022;dev_integral;301-400
719;F;22;FAUX;VRAI;75k-100k;Private;z_SUV;FAUX;0;15.0;Highly Urban/ Urban;21/03/2022;dev_integral;301-400
720;M;29;FAUX;FAUX;100k-125k;Private;Sports Car;FAUX;0;11.0;Highly Urban/ Urban;29/04/2022;dev_integral;201-300
721;M;59;FAUX;FAUX;<25k;Private;z_SUV;FAUX;0;9.0;z_Highly Rural/ Rural;07/03/2022;dev_express;201-300
722;M;73;FAUX;VRAI;<25k;Private;z_SUV;FAUX;0;5.0;Highly Urban/ Urban;29/05/2022;dev_express;201-300
723;M;53;FAUX;VRAI;;Private;Minivan;VRAI;2;1.0;Highly Urban/ Urban;10/03/2022;dev_express;201-300
724;M;60;FAUX;VRAI;<25k;Private;Minivan;VRAI;2;11.0;Highly Urban/ Urban;08/02/2022;dev_express;201-300
725;F;17;FAUX;FAUX;50k-75k;Commercial;Van;FAUX;8;11.0;Highly Urban/ Urban;11/04/2022;dev_integral;301-400
726;M;85;FAUX;FAUX;;Private;Van;FAUX;0;9.0;Highly Urban/ Urban;26/05/2022;dev_integral;201-300
727;M;2;VRAI;VRAI;75k-100k;Commercial;z_SUV;FAUX;4;6.0;Highly Urban/ Urban;18/04/2022;dev_express;201-300
728;F;3;FAUX;FAUX;50k-75k;Commercial;Pickup;FAUX;0;17.0;Highly Urban/ Urban;19/02/2022;dev_express;201-300
729;F;29;FAUX;FAUX;50k-75k;Commercial;Sports Car;FAUX;3;9.0;Highly Urban/ Urban;12/04/2022;dev_integral;301-400
730;M;64;FAUX;VRAI;25k-50k;Commercial;Pickup;FAUX;0;3.0;z_Highly Rural/ Rural;17/04/2022;dev_integral;301-400
731;M;67;FAUX;VRAI;;Private;Minivan;VRAI;4;7.0;Highly Urban/ Urban;23/03/2022;dev_integral;301-400
732;M;38;FAUX;FAUX;50k-75k;Private;z_SUV;FAUX;4;14.0;Highly Urban/ Urban;05/02/2022;dev_integral;201-300
733;F;60;FAUX;VRAI;25k-50k;Private;Minivan;FAUX;0;;Highly Urban/ Urban;26/03/2022;dev_premium;301-400
734;F;40;FAUX;FAUX;100k-125k;Commercial;Van;FAUX;3;10.0;Highly Urban/ Urban;18/04/2022;dev_integral;301-400
735;M;15;FAUX;FAUX;;Private;Minivan;VRAI;1;1.0;Highly Urban/ Urban;01/03/2022;dev_integral;201-300
736;M;15;FAUX;FAUX;50k-75k;Commercial;Sports Car;FAUX;0;1.0;Highly Urban/ Urban;30/01/2022;dev_integral;201-300
737;F;9;FAUX;VRAI;<25k;Private;z_SUV;FAUX;6;1.0;z_Highly Rural/ Rural;02/02/2022;dev_express;201-300
738;M;56;VRAI;VRAI;75k-100k;Commercial;Minivan;VRAI;0;6.0;Highly Urban/ Urban;08/04/2022;dev_integral;301-400
739;F;64;FAUX;FAUX;50k-75k;Commercial;Panel Truck;VRAI;4;1.0;Highly Urban/ Urban;01/04/2022;dev_express;201-300
740;M;20;FAUX;FAUX;25k-50k;Private;z_SUV;FAUX;0;1.0;Highly Urban/ Urban;07/01/2022;dev_premium;301-400
741;F;61;FAUX;VRAI;>125k;Private;z_SUV;FAUX;3;14.0;Highly Urban/ Urban;06/05/2022;dev_integral;201-300
742;M;17;FAUX;FAUX;75k-100k;Private;Van;VRAI;2;9.0;Highly Urban/ Urban;26/05/2022;dev_premium;501-600
743;M;64;FAUX;VRAI;<25k;Private;z_SUV;FAUX;0;1.0;z_Highly Rural/ Rural;09/03/2022;dev_integral;301-400
744;M;57;VRAI;VRAI;50k-75k;Private;Van;FAUX;3;10.0;Highly Urban/ Urban;04/02/2022;dev_integral;301-400
745;M;67;FAUX;VRAI;75k-100k;Commercial;Minivan;FAUX;3;9.0;z_Highly Rural/ Rural;30/03/2022;dev_express;201-300
746;M;54;FAUX;FAUX;25k-50k;Private;Minivan;VRAI;0;1.0;z_Highly Rural/ Rural;05/01/2022;dev_integral;301-400
747;M;64;FAUX;FAUX;50k-75k;Commercial;Minivan;VRAI;0;8.0;Highly Urban/ Urban;13/03/2022;dev_express;201-300
748;M;66;FAUX;VRAI;<25k;Commercial;z_SUV;FAUX;0;12.0;z_Highly Rural/ Rural;13/04/2022;dev_integral;301-400
749;M;67;FAUX;VRAI;100k-125k;Private;Minivan;FAUX;1;14.0;Highly Urban/ Urban;03/05/2022;dev_express;201-300
750;F;73;FAUX;FAUX;75k-100k;Private;z_SUV;FAUX;5;5.0;Highly Urban/ Urban;10/03/2022;dev_express;201-300
751;M;29;FAUX;FAUX;100k-125k;Commercial;z_SUV;FAUX;0;8.0;Highly Urban/ Urban;19/03/2022;dev_integral;301-400
752;M;3;VRAI;VRAI;<25k;Commercial;Pickup;FAUX;3;9.0;Highly Urban/ Urban;12/05/2022;dev_integral;301-400
753;M;73;FAUX;FAUX;25k-50k;Private;z_SUV;FAUX;4;3.0;Highly Urban/ Urban;19/04/2022;dev_express;201-300
754;F;28;FAUX;FAUX;50k-75k;Private;Minivan;VRAI;0;20.0;Highly Urban/ Urban;09/03/2022;dev_express;201-300
755;M;56;FAUX;FAUX;>125k;Commercial;Panel Truck;VRAI;1;9.0;Highly Urban/ Urban;30/03/2022;dev_integral;201-300
756;M;38;FAUX;FAUX;25k-50k;Private;Pickup;FAUX;2;6.0;Highly Urban/ Urban;17/01/2022;dev_integral;301-400
757;F;52;FAUX;VRAI;25k-50k;Commercial;Pickup;FAUX;7;1.0;Highly Urban/ Urban;14/04/2022;dev_express;201-300
758;M;59;FAUX;FAUX;<25k;Private;Sports Car;FAUX;1;8.0;Highly Urban/ Urban;07/04/2022;dev_premium;301-400
759;F;28;FAUX;FAUX;50k-75k;Private;Sports Car;VRAI;1;10.0;Highly Urban/ Urban;26/01/2022;dev_integral;301-400
760;M;16;FAUX;VRAI;100k-125k;Private;Minivan;FAUX;2;16.0;Highly Urban/ Urban;26/01/2022;dev_integral;201-300
761;F;41;FAUX;FAUX;100k-125k;Private;z_SUV;FAUX;2;11.0;Highly Urban/ Urban;15/03/2022;dev_integral;301-400
762;F;54;FAUX;FAUX;75k-100k;Private;z_SUV;VRAI;0;17.0;Highly Urban/ Urban;30/05/2022;dev_integral;301-400
763;M;6;VRAI;VRAI;<25k;Commercial;Pickup;VRAI;2;1.0;Highly Urban/ Urban;09/04/2022;dev_express;201-300
764;F;47;FAUX;FAUX;25k-50k;Private;Minivan;VRAI;0;8.0;Highly Urban/ Urban;21/05/2022;dev_premium;301-400
765;M;8;FAUX;VRAI;75k-100k;Commercial;Pickup;VRAI;0;10.0;Highly Urban/ Urban;01/01/2022;dev_integral;301-400
766;M;91;FAUX;FAUX;75k-100k;Private;z_SUV;FAUX;2;15.0;Highly Urban/ Urban;24/02/2022;dev_express;201-300
767;F;27;FAUX;FAUX;>125k;Private;Pickup;FAUX;2;10.0;Highly Urban/ Urban;12/01/2022;dev_integral;301-400
768;M;71;VRAI;VRAI;<25k;Private;Sports Car;FAUX;0;1.0;Highly Urban/ Urban;14/01/2022;dev_integral;301-400
769;F;60;FAUX;VRAI;<25k;Commercial;Pickup;FAUX;1;7.0;z_Highly Rural/ Rural;02/02/2022;dev_integral;301-400
770;M;49;FAUX;FAUX;75k-100k;Private;Minivan;VRAI;2;14.0;Highly Urban/ Urban;10/04/2022;dev_integral;301-400
771;M;14;FAUX;FAUX;75k-100k;Private;z_SUV;FAUX;4;5.0;Highly Urban/ Urban;28/05/2022;dev_integral;301-400
772;M;35;FAUX;FAUX;50k-75k;Commercial;Minivan;VRAI;1;1.0;Highly Urban/ Urban;19/05/2022;dev_integral;301-400
773;F;51;FAUX;FAUX;50k-75k;Private;Minivan;VRAI;0;9.0;Highly Urban/ Urban;05/03/2022;dev_integral;201-300
774;M;70;FAUX;FAUX;50k-75k;Commercial;Pickup;FAUX;3;16.0;Highly Urban/ Urban;04/01/2022;dev_express;201-300
775;M;28;FAUX;FAUX;50k-75k;Commercial;Van;VRAI;2;9.0;Highly Urban/ Urban;23/04/2022;dev_integral;201-300
776;M;70;FAUX;FAUX;25k-50k;Private;z_SUV;FAUX;2;16.0;Highly Urban/ Urban;19/01/2022;dev_integral;301-400
777;M;60;FAUX;FAUX;50k-75k;Commercial;Pickup;FAUX;0;19.0;Highly Urban/ Urban;14/05/2022;dev_integral;201-300
778;M;65;FAUX;FAUX;50k-75k;Commercial;Pickup;FAUX;4;4.0;Highly Urban/ Urban;22/02/2022;dev_integral;301-400
779;F;29;FAUX;FAUX;75k-100k;Commercial;Panel Truck;FAUX;0;17.0;Highly Urban/ Urban;24/02/2022;dev_integral;301-400
780;M;64;FAUX;VRAI;;Commercial;Panel Truck;FAUX;0;12.0;Highly Urban/ Urban;26/05/2022;dev_express;201-300
781;F;41;FAUX;VRAI;100k-125k;Commercial;z_SUV;FAUX;1;1.0;z_Highly Rural/ Rural;14/01/2022;dev_integral;201-300
782;M;64;FAUX;FAUX;50k-75k;Private;Minivan;FAUX;1;16.0;z_Highly Rural/ Rural;06/01/2022;dev_premium;401-500
783;F;6;VRAI;VRAI;75k-100k;Private;z_SUV;FAUX;3;22.0;Highly Urban/ Urban;21/01/2022;dev_integral;201-300
784;M;45;FAUX;FAUX;>125k;Private;Minivan;VRAI;2;12.0;Highly Urban/ Urban;12/04/2022;dev_integral;201-300
785;M;50;FAUX;FAUX;>125k;Private;Minivan;FAUX;1;15.0;Highly Urban/ Urban;05/01/2022;dev_premium;401-500
786;M;63;FAUX;FAUX;<25k;Commercial;Pickup;FAUX;1;11.0;Highly Urban/ Urban;10/01/2022;dev_integral;301-400
787;F;62;FAUX;FAUX;50k-75k;Commercial;Minivan;FAUX;0;1.0;z_Highly Rural/ Rural;08/04/2022;dev_premium;301-400
788;M;62;FAUX;FAUX;75k-100k;Private;Pickup;VRAI;3;15.0;Highly Urban/ Urban;30/03/2022;dev_integral;201-300
789;M;78;FAUX;FAUX;50k-75k;Commercial;Panel Truck;VRAI;0;16.0;Highly Urban/ Urban;12/04/2022;dev_express;201-300
790;F;81;FAUX;FAUX;50k-75k;Private;Minivan;VRAI;1;1.0;Highly Urban/ Urban;15/03/2022;dev_integral;301-400
